epoch,step,test_accuracy,test_iou,test_loss,train_loss,val_loss
0,49,,,,0.0,
0,99,,,,0.895510196685791,
0,149,,,,0.39244896173477173,
0,199,,,,0.23591835796833038,
0,249,,,,1.3516325950622559,
0,299,,,,0.0057142856530845165,
0,349,,,,0.5283673405647278,
0,399,,,,0.2561224400997162,
0,449,,,,0.7236734628677368,
0,499,,,,0.017142856493592262,
0,549,,,,1.2334693670272827,
0,599,,,,0.013061224482953548,
0,649,,,,0.010408163070678711,
0,699,,,,0.1951020359992981,
0,749,,,,0.3220408260822296,
0,799,,,,0.8708162903785706,
0,845,,,,,0.6864286661148071
1,846,0.9937241673469543,0.0,0.6275647878646851,,
